district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27
淡水區,房地(土地+建物),新北市淡水區新市一路一段151~180號,13.06,住,,,1080416,土地1建物1車位0,四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,85.37,2,2,1,有,有,6150000,72039,,0,0,,RPQVMLPJPHOFFEF96CA
八里區,房地(土地+建物)+車位,新北市八里區中山路二段255巷1~30號,17.51,住,,,1080520,土地1建物1車位1,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830625,134.46,3,2,2,有,有,6300000,46854,坡道平面,0,0,,RPWOMLLJPHOFFEF09CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路三段172巷1~30號,20.41,住,,,1080503,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070810,148.1,3,2,2,有,有,8350000,54518,坡道機械,16.95,1200000,,RPVPMLRLOHOFFEF17CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段301~330號,10.66,商,,,1080510,土地1建物1車位1,十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,149.84,3,2,2,有,有,8800000,65882,坡道平面,30.84,960000,,RPTOMLSLOHOFFEF96CA
淡水區,房地(土地+建物),新北市淡水區北新路169巷61~90號,10.11,住,,,1080514,土地1建物1車位0,五層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,830827,60.06,1,1,1,有,有,3085000,51365,,0,0,,RPPOMLOKOHOFFEF68CA
八里區,房地(土地+建物)+車位,新北市八里區文心街61~90號,60.66,住,,,1080521,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070517,202.83,3,2,2,有,無,11600000,57191,坡道平面,39.2,0,,RPOQMLOKOHOFFEF78CA
八里區,房地(土地+建物),新北市八里區龍米路一段301~330號,5.87,住,,,1080513,土地1建物1車位0,七層,二十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1011119,71.27,1,1,1,有,有,5500000,77171,,0,0,,RPQQMLNKOHOFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路三段31~60號,28.9,住,,,1080511,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020909,181.71,3,2,2,有,有,9650000,53107,坡道平面,37.77,0,,RPQOMLNKOHOFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段211~240號,8.47,商,,,1080526,土地1建物1車位1,十一層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,111.29,2,1,1,有,有,6420000,57687,坡道機械,15.42,0,,RPROMLNKOHOFFEF78CA
淡水區,房地(土地+建物),新北市淡水區淡金路38巷1~30號,11.65,住,,,1080514,土地1建物1車位0,二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980218,111.84,3,2,2,有,有,8300000,74213,,0,0,陽台外推,RPUOMLNKOHOFFEF09CA
八里區,土地,埤頭段181~210地號,248.59,住,,,1080412,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,19000000,76431,,0,0,,RPOPMLNKOHOFFEF58CA
汐止區,房地(土地+建物),新北市汐止區南興路91~120號,14.97,住,,,1080520,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,見其他登記事項,1050914,74.8,0,0,0,無,有,8200000,109626,,0,0,,RPRRMLMJPHOFFDF88CA
汐止區,房地(土地+建物)+車位,新北市汐止區南興路91~120號,10.02,住,,,1080510,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070307,83.13,0,0,0,無,有,9550000,127001,坡道機械,18.17,1300000,,RPURMLMJPHOFFDF56CA
汐止區,房地(土地+建物),新北市汐止區水源路一段271~300號,42.44,住,,,1080425,土地7建物1車位0,一層,五層,店面(店鋪),住家用,鋼筋混凝土造,711026,91.73,0,0,1,有,無,11615000,126622,,0,0,,RPWTMLMJPHOFFDF96CA
汐止區,房地(土地+建物)+車位,新北市汐止區東勢街201巷1~30號,34.19,,山坡地保育區,丙種建築用地,1080323,土地1建物2車位1,一層,六層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1070309,125.46,2,2,1,有,有,11050000,112817,坡道平面,39.49,1350000,,RPSNMLNJPHOFFDF68CA
汐止區,房地(土地+建物)+車位,新北市汐止區鄉長路一段31~60號,8.63,住,,,1080527,土地1建物1車位1,十七層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860111,142.16,4,2,2,有,有,8700000,61194,坡道機械,22.15,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPQPMLRKOHOFFDF09CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段211~240號,14,住,,,1080514,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860610,137.99,2,2,1,有,有,11350000,82252,坡道機械,22.97,0,含增建或未登記建物。;,RPVNMLOKOHOFFDF09CA
汐止區,房地(土地+建物),新北市汐止區中興路151~180號,5.13,商,,,1080505,土地1建物1車位0,五層,十七層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,870403,57.08,2,2,1,有,有,5700000,99860,,0,0,含增建或未登記建物。;,RPWNMLOKOHOFFDF56CA
汐止區,房地(土地+建物),新北市汐止區福德一路177巷22弄1~30號,24.66,住,,,1080505,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,811109,120.31,0,0,0,無,有,11300000,93924,,0,0,含增建或未登記建物。;,RPVOMLOKOHOFFDF56CA
汐止區,房地(土地+建物),新北市汐止區新台五路二段181~210號,1.56,住,,,1080520,土地2建物1車位0,六層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,851230,33.05,0,0,0,無,有,2300000,69592,,0,0,,RPXNMLRKOHOFFDF96CA
汐止區,房地(土地+建物),新北市汐止區福德一路31~60號,11.33,住,,,1080505,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950113,75.4,2,2,1,有,有,8380000,111141,,0,0,含增建或未登記建物。;,RPQOMLNKOHOFFDF58CA
汐止區,房地(土地+建物)+車位,新北市汐止區大同路三段601~630號,7.62,住,,,1080509,土地1建物1車位1,九層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880203,99.96,2,2,1,有,有,4200000,45796,坡道機械,21.35,600000,,RPTOMLNKOHOFFDF88CA
金山區,土地,聖德段1501~1530地號,1428.3,農,,,1080515,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,10800000,7561,,0,0,,RPRNMLOKOHOFFDF68CA
汐止區,房地(土地+建物),新北市汐止區南陽街91~120號,1300.38,其他,,,1080531,土地6建物1車位0,一層，二層,二層,工廠,工商用,鋼筋混凝土造,700819,551.22,0,0,0,無,無,150000000,,,0,0,含增建或未登記建物。;,RPQNMLNKOHOFFDF48CA
汐止區,房地(土地+建物),新北市汐止區建成路57巷1~30號,12.28,住,,,1080426,土地2建物1車位0,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871113,88.31,4,2,3,有,有,9800000,110973,,0,0,含增建或未登記建物。;,RPRPMLKLOHOFFDF58CA
汐止區,車位,新北市汐止區東勢街201巷129弄1~30號,3.16,,山坡地保育區,丙種建築用地,1080430,土地0建物0車位1,,,其他,,,,31.47,0,0,0,有,有,1500000,,坡道平面,31.47,1500000,單獨車位交易。;,RPVNMLLLOHOFFDF88CA
汐止區,土地,八連段151~180地號,4304.44,,山坡地保育區,農牧用地,1080411,土地8建物0車位0,,,其他,,,,0,0,0,0,有,無,30000000,6970,,0,0,,RPPOMLLLOHOFFDF38CA
金山區,房地(土地+建物),新北市金山區仁愛路78巷1~30號,26.33,住,,,1080521,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,681115,70.2,3,2,1,有,無,2300000,32764,,0,0,親友、員工或其他特殊關係間之交易。;,RPWOMLLLOHOFFDF09CA
汐止區,房地(土地+建物),新北市汐止區新台五路一段1~30號,11.14,工,,,1080518,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土造,850326,103.7,3,2,2,有,有,6680000,64417,,0,0,,RPUNMLMLOHOFFDF88CA
汐止區,房地(土地+建物),新北市汐止區水源路二段72巷6弄1~30號,16.14,住,,,1080506,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,831104,78.13,2,2,1,有,有,6000000,76795,,0,0,,RPPNMLPLOHOFFDF68CA
汐止區,房地(土地+建物),新北市汐止區翠峰街1~30號,174.38,,鄉村區,乙種建築用地,1080223,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,700930,172.68,5,2,3,有,有,19580000,113389,,0,0,含增建或未登記建物。;,RPPQMLMKOHOFFDF58CA
新店區,土地,祥和段691~720地號,143.79,農,,,1061024,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,3750000,26080,,0,0,權利人共3位，交易金額各為125萬元移轉土地持分，並有優先購買權人,RPPNMLOJPHOFFCF38CA
新店區,房地(土地+建物),新北市新店區中正路247巷31~60號,29.47,住,,,1080417,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,721005,92.65,3,2,1,有,無,10080000,108797,,0,0,,RPQQMLOJPHOFFCF78CA
泰山區,房地(土地+建物)+車位,新北市泰山區仁義路121~150號,15.41,商,,,1080505,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950605,173.4,4,1,2,有,有,14000000,80738,坡道平面,32.51,0,,RPQOMLTKPHOFFBF09CA
新店區,房地(土地+建物),新北市新店區永安街91~120號,9.18,住,,,1080510,土地1建物1車位0,五層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,861107,48.02,0,0,0,無,有,4750000,98917,,0,0,,RPOOMLTKOHOFFCF88CA
林口區,房地(土地+建物)+車位,新北市林口區中山路511~540號,17.3,商,,,1080329,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960927,176.12,3,2,2,有,有,12000000,68135,坡道平面,32.43,0,親友、員工或其他特殊關係間之交易。;,RPRWMLSKPHOFFBF27CA
新店區,房地(土地+建物)+車位,新北市新店區中央路181~210號,39.78,其他,,,1080401,土地3建物1車位1,二十層,二十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011114,208.69,0,2,0,有,有,34880000,183560,坡道平面,32.29,2500000,,RPSQMLSKOHOFFCF76CA
新店區,房地(土地+建物)+車位,新北市新店區安興路95巷61~90號,208.95,,山坡地保育區,丙種建築用地,1080419,土地2建物1車位2,全,三層,透天厝,住家用,鋼筋混凝土造,1021205,402.35,6,4,4,有,有,45800000,113831,坡道平面,56.08,0,含增建或未登記建物。;,RPXNMLNKOHOFFCF09CA
新店區,房地(土地+建物)+車位,新北市新店區安興路91~120號,47.29,其他,,,1080507,土地8建物1車位1,三層,十四層,其他,見其他登記事項,見其他登記事項,1050406,124.65,0,0,1,無,有,11570000,89104,坡道平面,18.37,2100000,,RPSOMLNKOHOFFCF68CA
新莊區,土地,福基段391~420地號,42.07,工,,,1080521,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,7180000,170668,,0,0,,RPSTMLLKPHOFFBF98CA
泰山區,房地(土地+建物),新北市泰山區明志路三段142巷31~60號,6.39,住,,,1070508,土地2建物1車位0,一層,八層,店面(店鋪),見其他登記事項,鋼筋混凝土造,871003,50.12,0,1,0,有,有,3500000,69832,,0,0,,RPQOMLPJPHOFFBF58CA
新莊區,房地(土地+建物),新北市新莊區中正路511~540號,108.16,工,,,1080528,土地1建物1車位0,一層，二層，三層，騎樓,三層,廠辦,見其他登記事項,鋼筋混凝土造,750507,288.12,5,2,3,有,無,22400000,77745,,0,0,,RPTRMLNJPHOFFBF98CA
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段451~480號,52.16,住,,,1080514,土地1建物1車位1,九層，十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851121,261.73,4,2,2,有,有,17500000,66863,坡道平面,0,0,,RPQVMLLJPHOFFBF88CA
林口區,房地(土地+建物)+車位,新北市林口區信義路361~390號,25.59,住,,,1080512,土地1建物1車位2,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,990105,230.94,4,2,2,有,有,14000000,60622,坡道平面,48.32,0,2戶打通,RPVVMLLJPHOFFBF76CA
林口區,房地(土地+建物),新北市林口區林口路124巷1~30號,46.64,住,,,1080424,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670505,103.59,2,1,1,有,無,3500000,33787,,0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLNJPHOFFBF78CA
新莊區,房地(土地+建物),新北市新莊區新豐街31~60號,11.29,住,,,1080523,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691216,44.1,3,2,2,有,無,3900000,88435,,0,0,,RPQQMLSLOHOFFBF56CA
新莊區,房地(土地+建物)+車位,新北市新莊區昌平街91~120號,32.79,住,,,1080516,土地1建物1車位1,二層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071112,227.88,3,2,2,有,無,24440000,120990,坡道平面,44.89,2300000,,RPTQMLPLOHOFFBF56CA
新莊區,房地(土地+建物)+車位,新北市新莊區昌平街91~120號,24.07,住,,,1080513,土地1建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071112,179.37,3,2,2,有,無,20800000,138682,坡道平面,44.89,2150000,,RPUQMLPLOHOFFBF66CA
新莊區,房地(土地+建物)+車位,新北市新莊區昌平街91~120號,32.98,住,,,1080423,土地1建物1車位1,七層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071112,229.79,3,2,2,有,無,25000000,123310,坡道平面,44.89,2200000,,RPVPMLPLOHOFFBF66CA
新莊區,房地(土地+建物)+車位,新北市新莊區昌平街91~120號,32.98,住,,,1080322,土地1建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071112,229.79,3,2,2,有,無,25550000,124932,坡道平面,44.89,2450000,,RPWPMLPLOHOFFBF76CA
新莊區,房地(土地+建物)+車位,新北市新莊區昌平街91~120號,24.07,住,,,1080329,土地1建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071112,179.37,2,2,2,有,無,19250000,126041,坡道平面,44.89,2300000,,RPXPMLPLOHOFFBF86CA
新莊區,房地(土地+建物)+車位,新北市新莊區昌平街91~120號,24.07,住,,,1080326,土地1建物1車位1,十四層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071112,179.37,2,2,2,有,無,19150000,126413,坡道平面,44.89,2150000,,RPOQMLPLOHOFFBF68CA
新莊區,土地,中原段121~150地號,1822.66,住,,,1080419,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,523787000,287375,,0,0,,RPWSMLOLOHOFFBF96CA
五股區,房地(土地+建物),新北市五股區凌雲路一段149巷1~30號,15.72,住,,,1080514,土地1建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,811130,79.25,2,1,1,有,有,5150000,64984,,0,0,,RPXNMLPLOHOFFBF66CA
新莊區,房地(土地+建物)+車位,新北市新莊區民安西路236巷1~30號,18.82,住,,,1080509,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051007,169.23,3,2,2,有,有,14000000,82728,坡道平面,34.37,0,,RPVVMLKLOHOFFBF76CA
泰山區,房地(土地+建物)+車位,新北市泰山區辭修路1~30號,24.33,住,,,1080514,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,910507,147.07,3,2,2,有,有,9200000,62555,坡道平面,0,0,,RPUPMLKLOHOFFBF68CA
新莊區,房地(土地+建物),新北市新莊區復興路一段65巷1~30號,20.64,住,,,1080520,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,640620,73,3,0,3,有,無,6834000,93616,,0,0,增建或占用範圍:陽台.頂樓.室內隔局變更,RPOPMLSKOHOFFBF78CA
新莊區,房地(土地+建物),新北市新莊區民安路188巷8弄1~30號,5,商,,,1080512,土地1建物1車位0,八層,十三層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,901219,56.25,1,1,1,有,有,6360000,113067,,0,0,含增建或未登記建物。,RPUQMLOKOHOFFBF09CA
新莊區,房地(土地+建物)+車位,新北市新莊區中華路一段31~60號,13.23,住,,,1080424,土地1建物1車位1,十八層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1061129,145.71,3,2,2,有,有,22400000,165741,坡道平面,25.04,2400000,,RPPQMLSKOHOFFBF98CA
新莊區,房地(土地+建物),新北市新莊區新樹路244巷6弄1~30號,186.66,工,,,1080516,土地1建物1車位0,全,二層,透天厝,見其他登記事項,鋼筋混凝土造,731222,251.98,3,1,2,有,無,20000000,79371,,0,0,,RPWSMLRKOHOFFBF17CA
五股區,房地(土地+建物)+車位,新北市五股區新五路三段241~270號,16.17,商,,,1080427,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080319,138.38,2,2,1,有,有,10400000,85770,坡道平面,35.78,1600000,,RPRSMLOKOHOFFBF98CA
林口區,房地(土地+建物)+車位,新北市林口區四維路245巷1~30號,51.55,住,,,1080510,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1000922,180.03,4,2,2,有,有,14280000,79320,坡道平面,16.65,0,,RPPNMLPKOHOFFBF38CA
新莊區,房地(土地+建物),新北市新莊區中信街151~180號,10.42,商,,,1080327,土地1建物1車位0,八層,二十四層,其他,見其他登記事項,鋼筋混凝土造,1060926,86.06,0,0,0,無,有,13020000,151290,,0,0,,RPTOMLOKOHOFFBF78CA
新莊區,房地(土地+建物),新北市新莊區中平路302巷1~30號,12.79,住,,,1080512,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850117,82.83,2,2,1,有,有,9380000,113244,,0,0,含增建或未登記建物。,RPROMLOKOHOFFBF58CA
新莊區,房地(土地+建物),新北市新莊區中正路829巷22弄1~30號,13.17,工,,,1080428,土地6建物1車位0,四層,十層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,830526,110.75,3,2,2,有,有,8500000,76749,,0,0,含增建或未登記建物。,RPSOMLNKOHOFFBF58CA
新莊區,房地(土地+建物),新北市新莊區雙鳳路77巷1~30號,20.83,住,,,1080501,土地1建物1車位0,九層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050704,172.78,4,2,2,有,有,21000000,121542,,0,0,,RPWOMLNKOHOFFBF98CA
新莊區,房地(土地+建物)+車位,新北市新莊區中華路一段1~30號,15.18,住,,,1080508,土地1建物1車位1,十三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840119,167.42,4,2,2,有,有,16800000,100346,坡道平面,0,0,共有人數2人。含增建或未登記建物。本案車位面積無法拆算。,RPOPMLNKOHOFFBF28CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段31~60號,31.64,商,,,1080507,土地1建物1車位2,十九層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010712,326.71,3,2,3,有,有,22580000,69113,坡道平面,0,0,,RPWPMLNKOHOFFBF09CA
新莊區,房地(土地+建物)+車位,新北市新莊區榮華路二段1~30號,10.37,住,,,1080504,土地1建物1車位1,八層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060109,102.05,2,2,1,有,有,11800000,115630,坡道平面,28.54,0,,RPORMLNKOHOFFBF48CA
林口區,房地(土地+建物)+車位,新北市林口區民有街1~30號,24.81,商,,,1080428,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,990128,224.36,4,2,2,有,有,18000000,80228,坡道平面,20.5,0,,RPQRMLNKOHOFFBF68CA
