district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27
三重區,土地,光興段781~810地號,21.1,住,,,1080527,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,5100000,241706,,0,0,,RPOPMLSKOHOFFGF66CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路91~120號,19.37,住,,,1080503,土地1建物1車位1,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071102,163.15,3,2,2,有,有,9680000,59332,坡道平面,30.57,0,,RPVUMLSJPHOFFEF67CA
淡水區,房地(土地+建物),新北市淡水區中山路90巷1~30號,27.98,住,,,1080518,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,861224,126.08,1,1,0,有,有,7300000,57900,,0,0,,RPSPMLTJPHOFFEF96CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段31~60號,24.87,住,,,1050709,土地1建物1車位1,七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,167.31,3,2,2,有,有,12240000,76182,坡道平面,25.02,1400000,,RPRSMLRJPHOFFEF96CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段121~150號,12.03,住,,,1030923,土地1建物1車位1,十六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,86.8,1,1,1,有,有,6180000,78990,坡道平面,25.02,1300000,,RPSSMLRJPHOFFEF07CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段121~150號,12.03,住,,,1030803,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,86.8,1,1,1,有,有,6000000,76076,坡道平面,25.02,1300000,,RPTSMLRJPHOFFEF17CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段61~90號,16.92,住,,,1051110,土地1建物1車位1,六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,115.46,2,1,2,有,有,8210000,76404,坡道平面,25.02,1300000,,RPUSMLRJPHOFFEF27CA
三芝區,房地(土地+建物),新北市三芝區樂全街121~150號,33.86,,山坡地保育區,丙種建築用地,1080511,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850529,83.77,1,1,1,有,有,1990000,23756,,0,0,,RPOTMLSJPHOFFEF86CA
淡水區,土地,海鷗段1201~1230地號,255.69,其他,,,1080530,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,12918042,50522,,0,0,包含公共設施保留地之交易。;,RPXOMLMKPHOFFEF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路一段3巷14弄1~30號,15.27,住,,,1080508,土地2建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961121,130.16,3,2,2,有,有,9580000,73602,坡道平面,17.73,0,,RPTPMLMKPHOFFEF09CA
三重區,房地(土地+建物)+車位,新北市三重區忠孝路二段31~60號,13.36,住,,,1080512,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840719,138.63,3,2,2,有,有,14200000,102431,坡道平面,0,0,,RPWNMLOLOHOFFGF96CA
三重區,房地(土地+建物)+車位,新北市三重區永福街121~150號,19.8,住,,,1080514,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841223,140.6,3,2,2,有,有,12800000,91038,坡道平面,0,0,,RPROMLOLOHOFFGF56CA
三重區,房地(土地+建物),新北市三重區自強路二段74巷1~30號,8.96,住,,,1080518,土地2建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890104,71.23,2,2,1,有,有,8000000,112312,,0,0,,RPRQMLPLOHOFFGF86CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區長樂路121~150號,41.7,住,,,1080513,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,950120,152.6,3,2,2,有,有,7500000,49148,坡道平面,26.44,0,親友、員工或其他特殊關係間之交易。;二親等買賣,RPXNMLKLOHOFFGF66CA
三重區,房地(土地+建物),新北市三重區仁興街39巷91~120號,23.25,住,,,1080511,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,591128,79.81,2,1,1,有,無,7000000,87708,,0,0,,RPQQMLKLOHOFFGF88CA
三重區,房地(土地+建物),新北市三重區環河南路1~30號,8.46,商,,,1080522,土地1建物1車位0,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890827,111.53,0,2,1,有,有,13000000,116561,,0,0,,RPVNMLKLOHOFFGF09CA
蘆洲區,房地(土地+建物),新北市蘆洲區長興路361~390號,29.6,商,,,1080506,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960706,147.88,3,2,2,有,有,15000000,101434,,0,0,,RPSNMLTKOHOFFGF96CA
三重區,房地(土地+建物),新北市三重區大同北路220巷1~30號,20.2,住,,,1080526,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020417,88.88,3,1,2,有,有,9800000,110261,,0,0,含增建或未登記建物。;,RPVPMLTKOHOFFGF47CA
三重區,房地(土地+建物)+車位,新北市三重區富貴街1~30號,39.07,住,,,1080604,土地1建物1車位1,二十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041116,253.55,3,2,2,有,有,33530000,144395,坡道平面,39,2550000,,RPVPMLSLOHOFFGF47CA
三重區,房地(土地+建物),新北市三重區下竹圍街1~30號,12.29,住,,,1080313,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800907,77.29,3,1,2,有,有,8000000,103506,,0,0,含增建或未登記建物。;,RPSPMLLJPHOFFGF98CA
三重區,房地(土地+建物)+車位,新北市三重區信義西街31~60號,20.5,住,,,1080529,土地1建物1車位2,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040722,272.17,4,2,3,有,有,37000000,156093,坡道平面,63.32,4400000,,RPUQMLPKPHOFFGF17CA
蘆洲區,車位,新北市蘆洲區中正路1~30號,0.92,商,,,1080604,土地0建物0車位1,地下層,九層,其他,商業用,鋼筋混凝土造,790412,45.42,0,0,0,有,有,1500000,,坡道平面,45.42,1500000,單獨車位交易。;,RPSPMLMLPHOFFGF66CA
三重區,房地(土地+建物)+車位,新北市三重區重陽路三段5巷1~30號,23.9,住,,,1080520,土地5建物1車位1,十六層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070626,226.57,4,2,2,有,有,29700000,147765,坡道平面,39.11,2000000,,RPPNMLOKPHOFFGF88CA
三重區,土地,仁愛段1621~1650地號,21,其他,,,1080529,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2760000,131429,,0,0,,RPOPMLLKPHOFFGF68CA
中和區,房地(土地+建物)+車位,新北市中和區中山路二段332巷1~30號,20.9,工,,,1080510,土地1建物1車位1,九層,十四層,辦公商業大樓,見其他登記事項,見其他登記事項,1060118,171.52,2,1,1,有,有,18490000,107801,坡道平面,33.57,0,,RPVRMLRKOHOFFHF57CA
中和區,房地(土地+建物)+車位,新北市中和區興南路一段85巷61~90號,30.54,住,,,1080310,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1020528,180.17,3,2,2,有,有,22180000,123106,坡道平面,0,0,含增建或未登記建物。;,RPRPMLKLOHOFFHF98CA
中和區,房地(土地+建物),新北市中和區連城路347巷16弄31~60號,17.15,住,,,1080526,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690708,73.62,2,1,1,有,無,7500000,101874,,0,0,含增建或未登記建物。;,RPTPMLKLOHOFFHF56CA
永和區,房地(土地+建物),新北市永和區仁愛路306巷18弄1~30號,30.43,住,,,1080428,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941202,164.58,3,2,2,有,有,25880000,157249,,0,0,含增建或未登記建物。;,RPPPMLKLOHOFFHF78CA
中和區,房地(土地+建物),新北市中和區民德路146巷1~30號,32.28,住,,,1080507,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,741107,99.03,3,1,2,有,無,6600000,66646,,0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPSOMLLLOHOFFHF09CA
中和區,房地(土地+建物),新北市中和區民德路31~60號,5.61,住,,,1080503,土地1建物1車位0,九層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,840719,41.18,1,1,1,有,有,4380000,106362,,0,0,含增建或未登記建物。,RPPNMLTKOHOFFHF76CA
中和區,房地(土地+建物),新北市中和區中山路三段31~60號,12.12,工,,,1080429,土地1建物1車位0,十五層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,970519,123.42,2,2,1,有,有,13000000,105331,,0,0,,RPQNMLTKOHOFFHF86CA
中和區,房地(土地+建物),新北市中和區景新街467巷20弄91~120號,41.59,住,,,1080423,土地1建物1車位0,一層，平台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690409,106.91,6,0,6,有,無,13800000,129081,,0,0,增建或占用部分:平台,RPPNMLSKOHOFFHF66CA
中和區,房地(土地+建物),新北市中和區連城路361~390號,16.96,住,,,1080510,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690723,85.72,0,0,0,無,無,6350000,74078,,0,0,,RPSNMLSKOHOFFHF96CA
中和區,房地(土地+建物),新北市中和區中正路31~60號,5.2,住,,,1080514,土地1建物1車位0,三層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,820501,45.29,1,1,1,有,有,5750000,126960,,0,0,,RPPOMLTKOHOFFHF86CA
中和區,房地(土地+建物),新北市中和區圓通路61~90號,30.14,住,,,1080305,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,811016,145.12,4,1,2,有,無,12300000,84757,,0,0,含增建或未登記建物。;,RPXTMLTKOHOFFHF18CA
中和區,土地,公園段331~360地號,108.97,其他,,,1080430,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,6800000,62402,,0,0,包含公共設施保留地之交易。;,RPSPMLOJPHOFFHF76CA
中和區,房地(土地+建物),新北市中和區大勇街25巷1~30號,39.6,住,,,1080322,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,見其他登記事項,610415,108.35,3,2,2,有,無,11900000,109829,,0,0,含增建或未登記建物。;,RPXTMLPLOHOFFHF87CA
中和區,房地(土地+建物)+車位,新北市中和區中和路211~240號,10.49,商,,,1060202,土地3建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071218,144.69,2,2,2,有,有,19500000,166104,坡道平面,38.13,1800000,107.12.18取得使用執照108.6.6讓渡轉讓,RPUOMLNJPHOFFHF76CA
永和區,房地(土地+建物)+車位,新北市永和區永和路二段121~150號,8.38,商,,,1080506,土地1建物1車位1,十層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,880106,98.54,1,1,1,有,有,11600000,117719,升降機械,0,0,,RPXNMLSJPHOFFHF47CA
中和區,房地(土地+建物),新北市中和區中山路二段151~180號,5.12,商,,,1080517,土地2建物1車位0,十層,十三層,套房(1房1廳1衛),見其他登記事項,見其他登記事項,1061026,49.76,1,1,1,有,無,8200000,164791,,0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPROMLSJPHOFFHF96CA
中和區,房地(土地+建物),新北市中和區中山路二段151~180號,5.26,商,,,1080603,土地2建物1車位0,四層,十三層,套房(1房1廳1衛),見其他登記事項,見其他登記事項,1061026,51.1,1,1,1,有,無,8000000,156556,,0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPTOMLTJPHOFFHF27CA
中和區,房地(土地+建物),新北市中和區中正路121~150號,9.84,住,,,1080530,土地1建物1車位0,十八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870808,106.8,3,2,2,有,有,13550000,126873,,0,0,,RPSNMLLJPHOFFHF88CA
中和區,房地(土地+建物)+車位,新北市中和區中原二街151~180號,41.84,住,,,1080529,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1041001,251.66,4,2,2,有,有,28600000,120883,坡道平面,29.13,1700000,,RPTOMLMJPHOFFHF56CA
中和區,房地(土地+建物),新北市中和區忠孝街2巷9弄1~30號,27.57,住,,,1080422,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740320,92.82,2,2,2,有,無,11300000,121741,,0,0,,RPSRMLSLOHOFFHF47CA
永和區,房地(土地+建物)+車位,新北市永和區仁愛路306巷61~90號,24.68,住,,,1080530,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930623,160.71,3,2,2,有,有,19800000,123203,坡道平面,15.44,0,,RPWUMLPLOHOFFHF87CA
三峽區,房地(土地+建物),新北市三峽區大勇路3巷1~30號,12.7,住,,,1080531,土地1建物1車位0,二層,五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1051220,44.36,1,1,1,有,有,4300000,96934,,0,0,,RPPNMLSKOHOFFIF76CA
中和區,房地(土地+建物)+車位,新北市中和區中原東街61~90號,51.11,住,,,1080530,土地1建物1車位1,四層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060309,261.2,2,2,3,有,有,40100000,167511,坡道平面,36.14,2400000,,RPPNMLLKPHOFFHF68CA
中和區,房地(土地+建物),新北市中和區中山路二段151~180號,5.55,商,,,1080530,土地2建物1車位0,十一層,十三層,套房(1房1廳1衛),見其他登記事項,見其他登記事項,1061026,53.98,1,1,1,有,無,8800000,163023,,0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPXOMLLKPHOFFHF96CA
樹林區,房地(土地+建物)+車位,新北市樹林區大雅路331~360號,21.49,住,,,1080426,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960629,172.19,4,2,2,有,有,13500000,78402,坡道平面,40.41,0,含增建或未登記建物。;,RPUQMLLLOHOFFIF96CA
樹林區,房地(土地+建物)+車位,新北市樹林區佳園路一段31~60號,37.08,住,,,1080507,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960206,138.76,3,2,2,有,有,9800000,70626,坡道平面,20,0,,RPOOMLPLOHOFFIF56CA
鶯歌區,房地(土地+建物),新北市鶯歌區大湖路326巷61弄1~30號,62,,山坡地保育區,丙種建築用地,1080531,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,88.56,2,2,2,有,無,2280000,25745,,0,0,親友、員工或其他特殊關係間之交易。;免除價金220萬。,RPWNMLQLOHOFFIF37CA
三峽區,房地(土地+建物)+車位,新北市三峽區大義路211~240號,15.08,商,,,1080429,土地1建物1車位1,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970807,176.36,3,2,2,有,有,14700000,83352,坡道平面,32.87,0,,RPUSMLQLOHOFFIF67CA
樹林區,房地(土地+建物)+車位,新北市樹林區學成路751~780號,28.37,住,,,1080525,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,981001,198.9,4,2,2,有,有,17700000,88989,坡道平面,33.08,0,,RPTSMLRLOHOFFIF67CA
三峽區,房地(土地+建物),新北市三峽區愛國路1~30號,37.72,商,,,1080517,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,620901,92.11,1,1,1,有,無,6000000,65140,,0,0,含增建或未登記建物。;,RPUNMLSLOHOFFIF37CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區永和街61~90號,21.79,住,,,1080427,土地1建物2車位1,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060928,144.44,3,2,1,有,有,10620000,82861,坡道平面,34.99,1550000,,RPSOMLSLOHOFFIF27CA
三峽區,土地,挖子段61~90地號,0.88,,特定農業區,農牧用地,1080506,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,19964,0,,0,0,本件為協議價購案件,RPUNMLOLOHOFFIF96CA
三峽區,土地,挖子段61~90地號,0.88,,特定農業區,農牧用地,1080506,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,19964,0,,0,0,本件為協議價購案件,RPWNMLOLOHOFFIF17CA
三峽區,土地,挖子段61~90地號,0.88,,特定農業區,農牧用地,1080506,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,19964,0,,0,0,本件為協議價購案件,RPXNMLOLOHOFFIF27CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區中山路151~180號,32.72,住,,,1080515,土地1建物1車位2,十三層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061226,245.73,3,2,2,有,有,16850000,85704,坡道平面,82.96,2900000,,RPPPMLOLOHOFFIF66CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區中山路151~180號,39.86,住,,,1080527,土地1建物1車位2,二十層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061226,270.89,3,2,2,有,有,18300000,81945,坡道平面,82.96,2900000,,RPRPMLOLOHOFFIF86CA
樹林區,土地,子寮段601~630地號,85.67,,山坡地保育區,農牧用地,1080604,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,260000,3035,,0,0,,RPWOMLLLOHOFFIF96CA
三峽區,房地(土地+建物),新北市三峽區中山路106巷1~30號,37.68,住,,,1080319,土地3建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,94.24,3,2,1,有,無,4800000,50934,,0,0,親友、員工或其他特殊關係間之交易。;,RPWNMLTKOHOFFIF57CA
樹林區,車位,新北市樹林區學成路541~570號,0,,,,1080513,土地0建物0車位1,,,其他,,,,39.49,0,0,0,有,有,1300000,,坡道平面,39.49,1300000,單獨車位交易。;,RPOPMLSKOHOFFIF86CA
三峽區,房地(土地+建物),新北市三峽區大學路61~90號,5.88,住,,,1080519,土地1建物1車位0,九層,十五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1010608,36.37,1,0,1,有,有,4168000,114600,,0,0,,RPPPMLSKOHOFFIF96CA
樹林區,房地(土地+建物),新北市樹林區柑園街一段31~60號,50.35,,特定農業區,甲種建築用地,1080316,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,861118,171.91,4,2,4,有,無,11700000,68059,,0,0,,RPQPMLSKOHOFFIF07CA
樹林區,房地(土地+建物)+車位,新北市樹林區中華路331~360號,11.41,住,,,1080602,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870623,124.29,3,2,1,有,有,10100000,81262,坡道機械,13.83,0,,RPTNMLKLOHOFFIF09CA
樹林區,房地(土地+建物)+車位,新北市樹林區大安路631~660號,15.01,工,,,1080512,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,990106,138.8,3,1,2,有,有,6500000,46830,坡道平面,15.41,0,此為共有人間之移轉。,RPPSMLRKPHOFFIF27CA
樹林區,房地(土地+建物)+車位,新北市樹林區學勤路181~210號,16.8,商,,,1080529,土地1建物1車位2,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951101,221.24,3,2,2,有,有,15500000,83356,坡道平面,76.08,3400000,,RPWWMLSKPHOFFIF48CA
板橋區,房地(土地+建物),新北市板橋區四川路二段245巷91~120號,12.8,住,,,1080526,土地1建物1車位0,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,86.66,2,2,1,有,有,9600000,110778,,0,0,含增建或未登記建物。,RPOPMLRKOHOFFAF68DA
新莊區,房地(土地+建物),新北市新莊區中港一街1~30號,24.11,住,,,1080320,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620630,74.93,3,1,1,有,無,14380000,191912,,0,0,,RPVQMLTKOHOFFBF17DA
林口區,房地(土地+建物)+車位,新北市林口區南勢三街31~60號,43.02,住,,,1080427,土地1建物1車位2,七層，見其他登記事項,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050627,233.69,1,2,2,有,有,18000000,90915,坡道平面,67.6,2900000,,RPORMLTKOHOFFBF56DA
林口區,房地(土地+建物)+車位,新北市林口區中山路541~570號,15.17,商,,,1080518,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970111,161.45,3,2,2,有,有,10400000,70363,坡道平面,32.12,1300000,含增建或未登記建物。,RPSPMLLJPHOFFBF58DA
泰山區,房地(土地+建物),新北市泰山區泰林路二段451~480號,15.44,住,,,1080426,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851220,106.88,3,2,2,有,有,7250000,67833,,0,0,,RPSRMLSLOHOFFBF96DA
新店區,房地(土地+建物),新北市新店區北宜路一段91~120號,18.97,住,,,1080421,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710414,69.64,3,1,1,有,無,6250000,89747,,0,0,含增建或未登記建物。,RPQQMLLJPHOFFCF58DA
新店區,房地(土地+建物)+車位,新北市新店區中興路二段151~180號,19.93,住,,,1080516,土地1建物1車位1,十層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060324,225.06,4,2,2,有,有,29200000,140204,坡道平面,29.63,1800000,含增建或未登記建物。權利人二人,RPPNMLNLOHOFFCF48DA
新店區,房地(土地+建物),新北市新店區德正街23巷1~30號,31.65,住,,,1080430,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701015,102.47,3,2,2,有,無,15000000,146384,,0,0,,RPSNMLLKPHOFFCF58DA
新店區,房地(土地+建物),新北市新店區德正街27巷39弄1~30號,26.7,住,,,1080430,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670817,72.71,2,1,1,有,無,10000000,137533,,0,0,受債權債務影響或債務抵償之交易。;,RPTNMLLKPHOFFCF68DA
新店區,房地(土地+建物),新北市新店區安康路二段121~150號,14.09,住,,,1080505,土地2建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980520,98.98,3,2,2,有,有,10560000,106688,,0,0,含增建或未登記建物。,RPRQMLMJPHOFFCF78DA
汐止區,房地(土地+建物)+車位,新北市汐止區湖前街110巷97弄1~30號,33.53,,山坡地保育區,丙種建築用地,1080517,土地4建物1車位1,七層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881202,132.35,3,2,2,有,有,9550000,72157,坡道機械,24.63,0,,RPQNMLTKOHOFFDF56DA
汐止區,房地(土地+建物),新北市汐止區新台五路一段151~180號,6.41,商,,,1080303,土地1建物1車位0,二十七層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890523,128.59,3,2,2,有,有,15000000,116650,,0,0,,RPXQMLSKOHOFFDF47DA
三重區,房地(土地+建物),新北市三重區重新路二段31~60號,7.4,商,,,1080409,土地2建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970703,69.1,2,1,1,有,有,9800000,141823,,0,0,,RPOOMLSKOHOFFGF66DA
三重區,房地(土地+建物)+車位,新北市三重區成功路91~120號,5.05,商,,,1080508,土地3建物1車位1,二十四層,二十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1041105,91.06,1,1,1,有,有,10150000,140808,坡道平面,34.6,2200000,,RPOQMLRKOHOFFGF76DA
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路293巷1~30號,15.19,住,,,1080521,土地2建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880804,115.74,3,2,1,有,有,9550000,82513,坡道機械,0,800000,含增建或未登記建物。,RPRWMLOLOHOFFDF17DA
汐止區,房地(土地+建物)+車位,新北市汐止區伯爵街61~90號,97.36,,山坡地保育區,丙種建築用地,1080526,土地1建物1車位1,四層，三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,880430,250.46,4,3,4,有,有,14380000,57414,坡道平面,0,1000000,含增建或未登記建物。,RPQPMLRLOHOFFDF66DA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段121~150號,32.36,住,,,1080504,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011101,175.82,3,2,2,有,有,14500000,91917,坡道平面,33.3,1400000,,RPOQMLLLOHOFFEF68DA
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路二段143巷12弄1~30號,27.6,住,,,1080330,土地1建物1車位1,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990210,94.27,1,2,1,有,有,6520000,78582,坡道機械,21.48,800000,含增建或未登記建物。,RPQNMLNLOHOFFEF78DA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段101巷91~120號,10.54,住,,,1080511,土地1建物1車位1,十五層,十五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1000922,90.31,1,1,1,有,有,5400000,70447,坡道平面,33.53,1400000,含增建或未登記建物。,RPROMLTKOHOFFEF86DA
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段1~30號,19.68,住,,,1080512,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040430,122,2,2,1,有,有,7300000,67523,坡道平面,31.66,1200000,含增建或未登記建物。權利人有兩人。,RPTNMLNLOHOFFEF09DA
永和區,房地(土地+建物),新北市永和區仁愛路352巷122弄1~30號,22.74,住,,,1080522,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,700625,87.53,3,2,1,有,無,7680000,87741,,0,0,,RPRSMLRKOHOFFHF37DA
中和區,房地(土地+建物),新北市中和區福祥路1~30號,6.32,住,,,1080511,土地3建物1車位0,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871120,68.8,2,1,1,有,有,9220000,134012,,0,0,,RPUNMLSKOHOFFHF27DA
永和區,車位,新北市永和區仁愛路301~330號,0.29,住,,,1080428,土地0建物0車位1,,,其他,,,,39.64,0,0,0,有,有,2400000,,坡道平面,39.64,2400000,,RPWNMLSKOHOFFHF47DA
永和區,房地(土地+建物),新北市永和區環河西路二段241~270號,5.64,住,,,1080510,土地1建物1車位0,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,910613,90.51,2,2,1,有,有,13250000,146393,,0,0,含增建或未登記建物。,RPXOMLSKOHOFFHF67DA
中和區,房地(土地+建物),新北市中和區景平路989巷1~30號,24.37,住,,,1080514,土地2建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671208,82.82,2,2,1,有,無,7600000,91765,,0,0,含增建或未登記建物。,RPQPMLSKOHOFFHF07DA
中和區,房地(土地+建物),新北市中和區民享街59巷1~30號,26.61,住,,,1080518,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700107,94.84,3,2,1,有,無,8000000,84353,,0,0,,RPWTMLTKOHOFFHF18DA
